Revealer Skin-Improving Foundation SPF 25 with Hyaluronic Acid and Niacinamide	Sephora	234	206	182	https://www.sephora.com/product/kosas-revealer-skin-improving-foundation-spf25-with-hyaluronic-acid-niacinamide-P481396?skuId=2512408	Kosas	Very Light Neutral 110	42.0
Prisme Libre Skin-Caring Glow Foundation	Sephora	249	212	186	https://www.sephora.com/product/givenchy-prisme-libre-skin-caring-glow-foundation-P469469?skuId=2430551	Givenchy	5	52.0
CC+ Cream Full Coverage Color Correcting Foundation with SPF 50+	Sephora	255	242	234	https://www.sephora.com/product/your-skin-but-better-cc-cream-spf-50-P411885?skuId=1954759	IT Cosmetics	Rich	44.0
Mini Pro Filt'r Soft Matte Foundation	Sephora	255	217	181	https://www.sephora.com/product/fenty-beauty-rihanna-mini-pro-filtr-soft-matte-foundation-P476525	Fenty Beauty by Rihanna	410	15.0
SurrealSkin™ Liquid Foundation	Sephora	236	199	170	https://www.sephora.com/product/makeup-by-mario-surreal-foundation-P503679?skuId=2620342	MAKEUP BY MARIO	12O	42.0
Tinted Blur Foundation Stick	Sephora	148	120	106	https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?skuId=2079424	NUDESTIX	Nude Medium 5	32.0
Vital Pressed Skincare Blurring Talc-Free Setting Powder	Sephora	238	238	238	https://www.sephora.com/product/vital-pressed-skincare-blurring-talc-free-setting-powder-P500303?skuId=2570398	Westman Atelier	Dune	75.0
Tinted Cover Skin Tint Foundation	Sephora	244	187	160	https://www.sephora.com/product/nudies-tinted-cover-foundation-P448152?skuId=2661478	NUDESTIX	NUDE 1.5	36.0
Skin Foundation Stick	Sephora	231	201	175	https://www.sephora.com/product/foundation-stick-P270549?skuId=1587559	Bobbi Brown	Sand (N	52.0
Skin Long-Wear Fluid Powder Foundation SPF 20	Sephora	221	173	137	https://www.sephora.com/product/bobbi-brown-skin-long-wear-fluid-powder-foundation-P455195?skuId=2307247	Bobbi Brown	Walnut	40.0
Pro Filt’r Soft Matte Longwear Liquid Foundation	Sephora	251	228	187	https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?skuId=1925429	Fenty Beauty by Rihanna	400	40.0
